date,opponent,duke_score,opp_score,top_performers,angle,processed,ai_recap,ai_tweet,ai_tags
2025-03-08,North Carolina,82,69,"Kon Knueppel (17 pts), Sion James (16 pts), Tyrese Proctor (16 pts), Cooper Flagg (15 pts)","Knueppel leads Duke's late run to clinch ACC regular-season title at Chapel Hill",FALSE,,,
